137,Para mi está clara la explicación todo del  ,A mi parecer ninguna.,Busco todo en el celular.,,"Sí me gustaría usar el mapa, lo usaría para estar mejor informada.",Sí estoy de acuerdo con cosas de evidencia.
131,La información ha sido clara y concreta sobre la afectación del cambio climático.,Pienso que con la información recojida tenemos conciencia de lo que estamos viviendo.,A traves de estos programas y la vivencia en estos tiempos.,Normalmente no salgo de casa y tomamos todos los recaudos necesarios en familia.,"Sí, la usaría colocando el mapa en un lugar visible y revisando a diario.",Siguiendo este grupo para estar bien informados.
157,Nos ayuda a aestablecer con claridad que comunidad se encuentra en mayor riesgo de exposición al calor.,left_blank,Weather channel o tv cuando nos dan sus diagnóstico de clima.,Buscando sombra y fluides de aire.,Me explica la calidad de calor a través del mapa.,Asistencia.
104,La información util porque busca unicar el tipo de comunidad y así la necesidad puntual de cada una para buscar oportunidad de mejorar y/o ayuda para ellos.,Considero que el mapa contiene indormación suficiente.,Busco estado y pronostico del clima en aplicaciones móviles.,"Busco sitios cerrados, mi casa, el mall, tiendas, solo salgo a refrescarme en piscina, busco árboles.",Lo usaría para localizar zonas menos calurosas para posibles cambios de apartamento.,Podría participar virtualmente.
116,No tiene sentido que el mapa de calor esté sujeto a las razas o numero de niños o de años.,Podría ser la cantidad de empresas ubicadas en cada zona de Madison.,"Intenet, Google, noticias.",Abro ventanas y pendo ventilador.,No lo usaría. Creo que el internet es más exacto.,Patrocinando activamente en opiniones de lo que creo que está mal hecho
122,Si tiene sentido porque nos estamos educando de lo que está pasando a nuestro alrededor de nuestra comunidad.,N/A.,"En las noticias es donde busco información, me ayudaría si llego haber una oleada o donde puedo irme a refrescar.","Poniendo ropa blanca, azul (no colores fuertes) , tomando agua y no salir afuera si no es necesario.",Si lo usaría si algun día tengo que salir debo saber como estará el calor.,"Participando, dialogando e investigando que se puede aportar."
130,Personas de bajos ingresos,Situaciones de emergencia cuando haya calor extremo.,En apps de weather cellphones.,Aire acondicionada y ventiladores prendidos.,"Sí, porque me da una mejor idea sobre donde vivo.","Sí, saber de más de estos eventos."
205,"La verdad que si tiene sentido y sobra todo, nos informamos sobre las situaciones actuales.","Para mi en lo personal no creo que le falte, tiene la información necesaria.","En mi teléfono, meayuda a estar preparada sobre como debo hacer para que o me afecte, también en Google clima.",Sobre todo tomar suficiente agua y refrescarme en piscina y baños cuando sean necesarios.,Me interesó mucho y si lo usaría todos los días para saber que me espera el día a día.,Creo que en mi persona no.
207,"Claro que tiene sentido, toda la información es para prevenir y mejorar.","Ninguna, es clara la información, me ayudaría como proteger a tdos a tener una mejor prevención.",En el estado de tiempo.,Ingitiendo agua y cubrirme de calor.,Haría un plan para mi rutina diaria,Conocer más en relación al medio ambiente.
208,"Por supuesto, antes no sabía estas estadísticas.",left_blank,En internet y las noticias alrededor del mundo.,"Yo particularmente, me voy a sudamerica (Bolivia) porque es invierno.","Claro que sí, después de trabajar, antes de irme a mi casa.",Clonaría árboles y los plantaría. Pienso que es lo máximo para elmedio ambiente. 
209,Es importante tener conocimiento de la ubicación de la población para poder apoyar a aquellos que necesitan ayuda adicional como las personas discapacitadas.,Quizás saber más dee enfermedades causada por el cambio climático. En un mapa que resalte las áreas más afectadas o con más personas que sufren problemas respiratorios.,En las noticias.,Dentro de casa o en un lugar que tenga aire acondicionado.,"Lo usaría para lrelocalización, saber que áreas son más caleintes sería un motivo para mudarme a otras areas.",Ayudando con trabajo comunitario o ayudando a informar a otras personas sobres los impactos del calor.
210,Toda la información codificada por colores es bastante informativa.,Se puede break the true colors by vecindario? Así como puede más claramente ver cada área específica.,"Noticiero local, weather app, news.","Piscina del vecindario, casa con aire acondicionado.","Sí, para tener conversaciones y mostrar los resultados del censo como evidencia.","Escuchando sobre el research que el estado de WI ha encontrado y participar de eventos como este sobre como yo puedo hacer de mi parte para prevenir desastres sobre el cambio climático, "
212,I think that seeing the comparisons between the maps was helpful.,I think that overlaing the maps could have helped more showing comparisons in different communities.,On the news/online.,Staying indoors or going places to cool off.,"Yes, I think I would plan to use these maps in the future. I would probably use them to further learn about the impacts of climate change.",I would like to learn more/ go more in depth about climate change or related topics.
221,"Sí, tiene sentido ya que ayuda a visualizar las zonas de afeectación y evaluar que necesidad existen en dichas zonas para poder ayudar a mitigar o controlar la afectación del calor.",En mi vecindario nos ayuda a evaluar si se está haciendo algo para la mitigación del problema y poder emprender soluciones.,"Creo que estaréactualmente más interesada en informarme sobre el tema, pues no sabía de la amenaza a la que nos enfrentamos.",En casa con el uso de aire acondicionado o los lugaes frescos.,"Sí, probablemente para buscar vivir en una zona menos afectada y/o buscar soluciones para mi vecinario.",Si es posible adquiriendo mayor conocimiento. 
224,"Conociendo la ciudad y su desarollo,entre más cerca vivas del capitolio, más caro será. Cada día la macha urbana vatomando más espacio.","El mapa es útil, pero con mapa o no, el calor se siente. Tal vez ayudaria a que el gobierno creara un incentivo para las areas mas necesitadas.","Cada día checo la temperatura en mi celular, el actual y de los siguientes dias.",Bajoal sótano o voy a tiendas.,"El mapa de calor es muy util, aunque beneficiaria mejor a una red de vecinos que compartieran sus necesidades.",Encuestas por medio de una aplicación.
150,"Util, porque podemos darnos cuenta donde se deben trabajar mas para conseguir mejores resultados.",Nombres en el mapa para identificar las areas.,En Google.,Cerrando todas las cortinas o persianas en horas de calor y tomando bastante agua.,No es mas facil usar mi celular para buscar informacion del clima.,"Si, participando en charlas como hoy para aprender y dar algunas ideas."
156,left_blank,I don't know,News and oline.,"Stay indoors, go out to pool.",yes,I don't know.
164,"Los mapas tenian mucha informacion interesante, como por ejemplo, que lugares son mas caleintes y asi poder evitar esos lugares en dias muy calientes.","No crreo que falte, estuvo muy completo. Esto ayudaria a ver la falta de arboles en mi comunidad.",Generalmente en las noticias locales.,No salgo de casa o estoy en un lugar con mucha sombre. Consumo agua o bebidas frías.,Si la usaría para evitar ir a lugares caleintes.,"Si, dando mi opinió y conocimientoque tenga acerca de los temas a hablar. "
165,Bueno tener una idea de como afecta el calientamiento de la ciudad en lugares donde no hay vegetacion.,No.,Weather channel or news.,Si.,"No, creo que tengo un buen entendimiento de como afecta el calor y los lugares donde hay que tener más cuidado.",Si.
214,Toda la informacion ha sido muy clara y util ya que nos enseña a reconocer zonas que pueden necesitar más información y ayuda.,Tal vez para muchas personas se nos es dificil reconocer nuestra zoba donde vivimos y nos guiamos por los codigos postales.,"Solo checo el estado del tiempo en el telefono, pero aún tengo dudas para entenderlo porque habemos personas con diferente informacion.",En casa con los aires prendidos en todo momento.,"Si, lo usaría en un futuro tal vez para buscar un nuevo hogar que se encuentre en una area mas freca. ",Posiblemente dando ideas y opiniones. Buscar mas personas que se preocupen por el medio ambiente para que esta comunidad crezca más. 
216,"Claro que si encuento esta informacion util, ya que esta manera ofrece conocimiento y puedo ayudar a entender a otros sobre estos factores.","Pensaria que esta muy ompleto porque esta señalizando, solo tendria que estudiarlo mejor.",Usualmente en internet y cuando las noticias hablan acerca de los incendios forestales de vivencias en algun lugar.,Dentro de la casa con el aire acondicionado o voy a refrescarme en la piscina.,"Si lo usaría ya que seria bueno para mi seguridad, donde se encuntran las reas protegidas pero primero tendria que estudiarlo para aprender.","Primero que todo y antes que nada estar mas informada, puedo decir que se lo que visualmente se conoce, pero si me gustaria ser participe tanto oyente como hablante."
222,Es bueno que se hagan este tipo de mapas para poder detectar los recursos disponibles o las areas donde se de prioridad al acceso de dichos recursos.,El mapa nos ayudaria en saber si debe destinarse mas apoyos o a reforzar proyectos para apoyar el vecindario.,Enla aplicacion del clima en mi telefono.,Tomando agua y no exponiendome en determinadas horas del ía.,Seria una alternativa mas para prevenir estar expuesto en ciertas zonas.,"Asistiendo a mas visitas imperativas, para poder participar activamente en nuevos proyectos."
148,Si tiene sentido para mi no hay nada confuso,Tal vwz una clasificacion por codigo postal,"Internert, Channel 3000","Bebiendo suficiente agua, manteniendo las ventanas cerradas, ventiladores y aire acondicionado encendidos.",Lo usaria si supiera que esta siendo actualizado para determinar diferentes actividades que mi familia y yo ppdriamos socializar.,"Participando en talleres como este, ya se en persona o por Zoom."
149,"Si, hace sentido, s emuestra las areas mas expuestas al calor y coinciden con las comunidades de bajos ingresos.","No le falta, sirve para iniciar a crear conciencia.",No he buscado informacion.,"En mi casa con aire acondiciona, ventiladores y con hidratación adecuada.",Sirve para evitar exponerse al calor extremo siempre que sea posible.,Promover en las comunidades afectadas el resguardo y uso de areas publicas para refrescarse.
152,"Si, hace mucho sentido el porque las personas de bajos  recursos tienen las de perder.",Creo que falto el mapa global de las personas mas afectadas.,Normalmente con las noticias y participando de estos grupos.,En casa con el aire acondicionado y mucha agua.,No entiendo esta pregunta.,"Si, me interesa aprender mas por medio de las redes sociales o de mas cursos de capacitacion."
153,"Hace sentido, pero me hubiera gustado ver un mapa de comunidades de mediano/alto ingreso, no personas de color tambien.","Un mapa con puntos especificos de donde ir y que hacer en una ola de calor en el mapa mostras piscinas, bibliotecas, mall, etc.",En el celular.,En casa.,Lo usaria si mostrara donde puedo ir con mis niños.,"In person por mi is better, las clases online no tanto."
154,Si tiene sentido porque de esta manera podemos mejor entender las comunidades mas vulnerables y como apoyarlas.,Tal vez algun tipo de sugerencias y cuidados que se necsitan para mejorar las olas de calor.,"Internet, consejos que viven mas tiempo","Dentro de la casa, dentro del trabajo",Para buscar recursos de como manejar mejor las olas de calor,"Personalmente, boletines informativos."
163,Explican muy bien en donde se encuentran las diferentes comunidades en Madison.,Ninguna falta. Muestra muy bien las zonas que necesitan ayuda. ,Normalmente recibo noticias en el internet o por televison.,"Primero, utilizar ropa liviana y visitar el centro comercial o la biblioteca.",No porque cada dia el clima es diferente en las diferentes regiones.,Creaqr diferentes proyectos en la ciudad. Esos proyectos van a beneficiar una zona en especial. Ejecutar un proyecto al tiempo.
201,Todo tiene sentido. In there crews where health is/could be most affected in where it is hottest,Left_blank,Solo en las noticias y aprendo deves escuchando en las redes sociales.,"En mi casa, con el AC prendido todo el tiempo o me voy al mol.","No sé como lo usaria, no tenog dinero para mudarme a algun lado diferente.","Creo que sí, en grupos escolares con estudiantes."
501,Los mapas de la presnetacion explican todo y todo tiene sentido.,Disparcir mcuha mas informacion a muchas mas gente/,Las noticias y alertas de celulares.,Dentro de la casa.,Mantener a los mios a salvo.,Aprendiendo mas sobre el tema y ponerlo mas a la accion.
