Numbers in three digits,"Please Enter Number =1 if participants chose Aware, please enter number = 0 for Not Aware",,,,,,,,,,,"Please enter a number from 1 to 5 where 1 means participants chose ""Not at all"" and 5 means participants chose ""Very much""",,,"Please enter 1 if participants chose Yes, and 0 if participants chose No",,,,,,,,,"Please enter 1 if participants chose Disagree Strongly, 2 for ""Disagree somewhat"", 3 for ""Neither agree nor disagree"", 4 for ""Agree somewhat"" and 5 for ""Agree strongly""",,,,"Please enter 1 if participants chose Disagree Strongly, 2 for ""Disagree somewhat"", 3 for ""Neither agree nor disagree"", 4 for ""Agree somewhat"" and 5 for ""Agree strongly""",,,,,,,please enter the four digits participant put,"please enter ""male"", ""female"" or ""no_binary""","Please enter ""single"",""cohabitation_status"", ""married"", ""separated_divorced_widowed""","Please enter ""1"" for yes and ""0"" for no","Please enter ""urban"", ""suburbs"", ""rural"", ""not_sure""","please enter: ""rented_apartment_condo"" or ""owned_apartment_condo"" or ""rented_house"" or ""owned_house"" or ""farm"" or ""university_college_residence"" or ""other""","please enter 1 for ""Less than high school graduate"", 2 for ""High school graduate"", 3 for ""Some college"", 4 for ""Trade"", 5 for ""Associate"", 6 for ""Bachelor"", 7 for ""Master"", 8 for ""Professional"", and 9 for ""Doctorate""","please enter: ""work_full_time"" or ""work_part_time"" or ""retired"" or ""homemaker"" or ""student"" or ""other"" or ""unemployed_lookingForJob"" or ""unemployed_not_lookingForJob""","Please type all the options participants choose. If participants chose multiple regions, you can type like this: Asia, Middle_East_North_Africa_Greater_Arabia, or Asia, Europe, or Europe, North America","Please enter 1 for ""Less than $25000"", enter 2 for ""25000-34999"", 3 for ""35000 to 49999"", 4 for ""50000-74999"", 5 for ""75000 to 99999"", 6 for ""100000 to 124999"", 7 for ""125000 to 149999, 8 for ""150000 to 174999"", 9 for ""175000 to 199999"", 10 for ""200000 to 249999"", 11 for ""250000 or more""","Please enter ""extremely liberal"" or ""liberal"" or ""slightly liberal"" or ""moderate"" or ""slightly conservative"" or ""conservative"" or ""extremely conservative""","pleaes enter ""strong democrat"" or ""democrat"" or ""independent close to democrat"" or ""independent"" or ""independent close to republican"" or ""republican"" or ""strong republican"" or ""other"" or ""no preference""",Please enter the number participants put,"Please enter 1 if participants chose Disagree Strongly, 2 for ""Disagree somewhat"", 3 for ""Neither agree nor disagree"", 4 for ""Agree somewhat"" and 5 for ""Agree strongly""","Please enter 1 if participants chose Disagree Strongly, 2 for ""Disagree somewhat"", 3 for ""Neither agree nor disagree"", 4 for ""Agree somewhat"" and 5 for ""Agree strongly"""
113,1,0,0,1,0,1,0,1,0,1,0,5,4,3,0,0,0,0,0,0,1,1,1,1,2,4,5,1,1,1,1,1,1,1,1997,male,married,0,urban,rented_apartment_condo,1,work_full_time,South_America,2,double_answer,independent_close_to_democrat,7,5,5
116,0,0,1,0,1,1,1,0,1,1,1,5,1,1,1,0,0,0,0,0,0,1,1,3,2,4,3,4,4,4,4,4,double_answer,4,1969,male,married,1,urban,rented_apartment_condo,4,work_full_time,South_America,2,slightly_liberate,no_preference,decimal,1,1
122,0,1,0,0,0,0,1,1,1,1,0,5,1,3,1,0,0,0,0,0,0,0,0,4,4,4,4,1,5,3,3,4,5,5,left_blank,female,cohabitation_status,0,not_sure,rented_apartment_condo,6,unemployed_not_lookingForJob,other,1,conservative,other,1,1,1
124,0,1,0,left_blank,1,1,1,1,1,1,1,5,3,2,1,0,0,0,1,0,1,1,1,5,3,3,5,4,4,3,3,5,5,5,1981,female,single,1,rural,farm,3,work_part_time,other,2,moderate,no_preference,5,5,5
130,1,1,0,0,1,1,1,0,1,1,0,4,1,1,0,0,0,0,1,0,1,1,0,3,3,4,4,2,4,2,2,5,5,2,1971,male,cohabitation_status,0,urban,owned_house,4,work_part_time,South_America,2,liberal,democrat,1,4,4
137,1,0,1,0,1,1,1,1,left_blank,1,1,4,2,2,1,0,0,0,0,0,0,1,1,2,2,4,4,1,4,4,4,4,4,4,left_blank,female,married,0,urban,owned_house,6,homemaker,South_America,2,moderate,independent,4,3,5
131,left_blank,0,1,0,1,1,1,1,1,1,1,4,3,3,left_blank,1,0,0,0,0,1,1,1,5,5,4,4,5,5,4,4,5,5,3,1948,female,separated_divorced_widowed,0,urban,owned_house,8,retired,other,1,moderate,democrat,left_blank,5,5
148,1,1,1,0,1,1,1,1,1,1,1,3,2,4,1,0,1,0,1,0,0,1,0,2,3,2,4,2,2,4,4,5,5,2,1961,female,separated_divorced_widowed,0,urban,owned_house,6,work_full_time,South_America,1,moderate,democrat,5,5,5
149,0,0,0,1,1,1,1,1,1,1,1,4,1,1,1,0,0,0,1,0,0,1,0,3,3,1,5,4,4,4,3,4,4,4,1976,female,single,0,suburbs,owned_house,7,work_full_time,South_America,4,moderate,independent,6,5,5
152,0,1,1,0,0,0,1,1,1,1,1,5,2,2,1,0,0,0,0,0,1,1,1,3,3,4,4,5,5,5,3,2,5,4,1983,female,married,1,rural,owned_house,5,work_full_time,South_America,8,conservative,republican,5,1,1
150,1,1,1,0,0,1,1,1,1,1,1,4,2,2,1,0,0,0,left_blank,0,0,1,0,3,3,3,5,5,5,1,1,5,5,5,1972,female,married,0,urban,owned_house,6,work_full_time,South_America,2,liberal,independent,1,5,5
153,0,1,0,0,1,1,1,1,1,1,1,5,4,3,0,0,0,0,1,0,0,1,0,4,4,4,4,double_answer,double_answer,4,4,5,5,5,1979,female,separated_divorced_widowed,1,rural,owned_house,5,work_full_time,South_America,4,extremely_conservative,republican,7,5,5
154,0,1,0,1,1,1,1,1,1,1,0,4,1,1,1,0,0,0,0,0,0,1,0,4,4,2,2,4,4,4,4,4,5,4,1977,female,cohabitation_status,1,not_sure,rented_apartment_condo,4,work_full_time,South_America,3,moderate,no_preference,5,5,5
156,1,1,1,1,1,1,1,1,1,1,1,3,4,3,1,0,1,0,1,1,1,1,double_answer,3,1,2,3,4,4,4,4,4,4,4,1991,male,married,1,not_sure,owned_house,3,work_full_time,double_answer,6,left_blank,no_preference,decimal,1,3
163,1,1,1,0,1,1,1,1,1,1,1,3,2,5,1,0,0,0,0,0,0,1,1,2,3,3,2,4,4,left_blank,3,3,4,3,1965,female,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,5,4
164,1,1,1,0,1,1,1,0,1,1,0,4,2,2,0,0,0,0,0,0,1,1,0,4,5,5,4,4,2,4,3,4,5,4,1980,female,married,1,suburbs,owned_house,5,work_full_time,South_America,left_blank,slightly_liberate,democrat,1,5,5
165,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,0,0,0,0,1,1,1,0,2,3,4,4,5,4,4,3,5,5,5,1981,male,married,1,suburbs,owned_house,2,work_full_time,South_America,left_blank,left_blank,no_preference,1,1,1
201,1,1,1,0,1,0,1,1,1,1,0,3,1,2,0,0,0,0,0,1,1,1,0,2,3,2,5,3,4,2,1,3,4,3,1975,female,married,0,urban,other,5,work_full_time,North_America,6,slightly_liberate,independent_close_to_democrat,1,5,5
205,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,3,5,3,1997,female,married,1,rural,rented_house,1,work_full_time,other,2,slightly_conservative,no_preference,4,3,5
207,0,left_blank,1,0,0,0,0,0,1,0,0,3,3,2,0,0,0,0,0,0,0,1,0,5,5,5,5,5,5,5,5,5,5,5,1968,male,married,left_blank,not_sure,rented_apartment_condo,2,work_full_time,Central_America,3,double_answer,other,5,5,4
208,0,1,1,0,1,1,1,1,1,1,0,5,3,3,1,0,0,0,0,0,0,0,0,5,left_blank,5,4,5,5,5,left_blank,5,5,5,1957,female,married,0,suburbs,rented_apartment_condo,2,work_full_time,South_America,1,moderate,democrat,5,1,5
209,1,0,0,0,1,1,1,1,1,1,0,4,3,2,1,0,0,0,1,0,0,1,0,3,3,5,5,5,5,3,2,3,5,5,1994,female,married,0,urban,rented_apartment_condo,3,work_part_time,South_America,5,slightly_conservative,independent_close_to_republican,4,3,4
210,1,1,1,1,1,1,1,1,1,1,1,5,3,3,1,0,0,0,1,0,0,1,0,4,2,2,4,5,5,4,4,4,5,5,1978,female,married,1,urban,owned_house,6,work_full_time,South_America,6,liberal,democrat,6,5,5
212,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,0,0,0,1,1,0,1,0,4,4,4,3,5,5,3,3,4,5,4,2007,female,single,0,suburbs,owned_house,1,unemployed_not_lookingForJob,North_America,left_blank,liberal,democrat,2,5,5
219,0,0,0,0,1,1,1,1,1,1,0,3,2,1,1,0,0,0,0,0,0,0,0,4,4,5,5,4,4,4,2,4,4,4,left_blank,female,separated_divorced_widowed,0,urban,rented_apartment_condo,8,homemaker,South_America,1,moderate,independent_close_to_democrat,5,5,4
220,0,0,0,0,1,1,1,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,5,3,5,5,5,5,3,3,4,5,4,1983,female,single,0,urban,rented_apartment_condo,8,unemployed_lookingForJob,South_America,1,moderate,no_preference,3,5,5
221,0,0,0,0,1,1,0,0,1,1,0,4,1,1,0,0,0,1,0,0,0,1,0,3,3,4,3,4,5,3,2,3,5,3,1976,female,single,0,urban,rented_apartment_condo,5,work_full_time,South_America,4,moderate,no_preference,5,5,5
224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5,3,5,5,5,5,2,2,3,5,5,1961,female,married,0,urban,owned_house,6,work_full_time,North_America,3,liberal,democrat,7,5,5
214,0,0,1,0,1,1,1,0,1,1,0,5,1,1,1,0,0,0,0,0,1,1,0,4,4,5,5,3,5,3,1,5,5,4,1976,female,separated_divorced_widowed,1,not_sure,rented_apartment_condo,4,work_full_time,left_blank,3,moderate,no_preference,5,double_answer,5
216,left_blank,left_blank,1,0,1,1,1,0,1,1,0,4,2,1,1,0,0,1,0,1,1,0,left_blank,left_blank,5,left_blank,left_blank,5,4,3,3,3,5,3,1994,female,double_answer,0,left_blank,rented_apartment_condo,5,work_full_time,South_America,3,liberal,no_preference,left_blank,5,4
222,1,0,0,0,1,1,1,1,1,1,0,5,3,2,0,0,0,0,0,0,0,1,0,3,4,5,5,5,5,4,3,5,5,4,1982,male,single,0,urban,rented_house,6,work_full_time,North_America,2,liberal,independent,4,5,5
500,1,1,0,1,1,1,0,0,1,1,0,5,1,1,0,0,0,0,0,0,1,1,0,5,5,5,5,5,4,4,2,5,5,5,1994,male,married,1,not_sure,rented_house,2,work_full_time,Central_America,1,extremely_conservative,independent,7,5,5
501,0,0,0,1,1,1,0,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,3,4,1,1978,male,married,0,urban,other,1,work_full_time,North_America,6,moderate,democrat,1,5,5
505,1,1,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,1,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,left_blank,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
