"","GEOID","full_geoid","male_white_total","male_white_less_hs","male_white_hs_grad","male_white_some_college","male_white_bs","female_white_total","female_white_less_hs","female_white_hs_grad","female_white_some_college","female_white_bs","male_black_total","male_black_less_hs","male_black_hs_grad","male_black_some_college","male_black_bs","female_black_total","female_black_less_hs","female_black_hs_grad","female_black_some_college","female_black_bs","male_aian_total","male_aian_less_hs","male_aian_hs_grad","male_aian_some_college","male_aian_bs","female_aian_total","female_aian_less_hs","female_aian_hs_grad","female_aian_some_college","female_aian_bs","male_asian_total","male_asian_less_hs","male_asian_hs_grad","male_asian_some_college","male_asian_bs","female_asian_total","female_asian_less_hs","female_asian_hs_grad","female_asian_some_college","female_asian_bs","male_nhpi_total","male_nhpi_less_hs","male_nhpi_hs_grad","male_nhpi_some_college","male_nhpi_bs","female_nhpi_total","female_nhpi_less_hs","female_nhpi_hs_grad","female_nhpi_some_college","female_nhpi_bs","male_other_total","male_other_less_hs","male_other_hs_grad","male_other_some_college","male_other_bs","female_other_total","female_other_less_hs","female_other_hs_grad","female_other_some_college","female_other_bs","male_mixed_total","male_mixed_less_hs","male_mixed_hs_grad","male_mixed_some_college","male_mixed_bs","female_mixed_total","female_mixed_less_hs","female_mixed_hs_grad","female_mixed_some_college","female_mixed_bs","male_w_nothisp_total","male_w_nothisp_less_hs","male_w_nothisp_hs_grad","male_w_nothisp_some_college","male_w_nothisp_bs","female_w_nothisp_total","female_w_nothisp_less_hs","female_w_nothisp_hs_grad","female_w_nothisp_some_college","female_w_nothisp_bs","male_hisp_total","male_hisp_less_hs","male_hisp_hs_grad","male_hisp_some_college","male_hisp_bs","female_hisp_total","female_hisp_less_hs","female_hisp_hs_grad","female_hisp_some_college","female_hisp_bs","BLACK_TOTAL","BLACK_FEMALE","BLACK_MALE","BLACK_LESS_HS_TOTAL","BLACK_HS_TOTAL","BLACK_SOME_COLLEGE_TOTAL","BLACK_COLLEGE_TOTAL","HISP_TOTAL","HISP_FEMALE","HISP_MALE","HISP_LESS_HS_TOTAL","HISP_HS_TOTAL","HISP_SOME_COLLEGE_TOTAL","HISP_COLLEGE_TOTAL","UNDERREP_TOTAL","UNDERREP_FEMALE_TOTAL","UNDERREP_MALE","UNDERREP_LESS_HS_TOTAL","UNDERREP_HS_TOTAL","UNDERREP_SOME_COLLEGE_TOTAL","UNDERREP_COLLEGE_TOTAL"
"11","55096","Assembly District 96 (2018), Wisconsin",19323,1991,8154,5697,3481,19252,1783,6703,6294,4472,266,81,93,91,1,44,15,17,5,7,60,12,35,8,5,33,0,17,11,5,51,26,0,8,17,138,27,35,32,44,0,0,0,0,0,8,1,7,0,0,162,113,17,24,8,78,39,21,6,12,130,3,65,20,42,178,6,30,106,36,19156,1970,8088,5630,3468,19014,1739,6649,6218,4408,343,144,91,93,15,350,84,98,91,77,310,44,266,96,110,96,8,693,350,343,228,189,184,92,1003,394,609,324,299,280,100
"12","55078","Assembly District 78 (2018), Wisconsin",17187,414,1663,3835,11275,18686,482,1985,4158,12061,996,107,187,425,277,1399,121,473,373,432,75,3,17,24,31,67,3,10,37,17,2500,63,207,262,1968,2633,125,181,173,2154,47,0,32,15,0,4,0,0,4,0,198,78,5,75,40,190,33,3,77,77,578,10,62,73,433,488,0,36,54,398,16371,281,1528,3602,10960,17532,260,1851,3867,11554,1033,214,142,300,377,1384,258,137,368,621,2395,1399,996,228,660,798,709,2417,1384,1033,472,279,668,998,4812,2783,2029,700,939,1466,1707
"13","55034","Assembly District 34 (2018), Wisconsin",21156,1477,7037,7007,5635,21436,1230,6569,7530,6107,123,9,38,63,13,75,54,3,0,18,286,38,85,136,27,205,10,49,78,68,51,9,9,0,33,142,16,48,30,48,0,0,0,0,0,18,0,14,0,4,38,4,20,4,10,19,0,2,13,4,133,28,58,29,18,240,2,5,155,78,20890,1456,7005,6857,5572,21194,1194,6522,7435,6043,308,22,55,162,69,271,38,53,110,70,198,75,123,63,41,63,31,579,271,308,60,108,272,139,777,346,431,123,149,335,170
"14","55053","Assembly District 53 (2018), Wisconsin",21483,2097,8097,7210,4079,18411,1218,6245,5891,5057,1502,524,642,286,50,143,15,1,76,51,221,17,85,85,34,29,3,11,3,12,432,54,192,77,109,447,39,144,81,183,0,0,0,0,0,0,0,0,0,0,119,29,36,19,35,36,10,4,22,0,182,49,65,34,34,76,2,20,28,26,20673,1789,7836,7006,4042,18067,1049,6164,5831,5023,971,358,331,223,59,392,179,85,87,41,1645,143,1502,539,643,362,101,1363,392,971,537,416,310,100,3008,535,2473,1076,1059,672,201
"15","55042","Assembly District 42 (2018), Wisconsin",20039,1887,7577,6875,3700,18683,1293,6163,6869,4358,718,173,270,242,33,59,1,31,3,24,117,6,83,28,0,58,4,21,22,11,93,0,23,36,34,116,16,19,31,50,16,0,7,9,0,3,0,3,0,0,173,75,59,18,21,76,38,12,20,6,233,29,65,92,47,120,7,23,41,49,19561,1759,7411,6763,3628,18415,1192,6079,6815,4329,699,216,259,130,94,351,146,96,74,35,777,59,718,174,301,245,57,1050,351,699,362,355,204,129,1827,410,1417,536,656,449,186
"16","55014","Assembly District 14 (2018), Wisconsin",17418,441,2369,4102,10506,19224,461,2988,4048,11727,730,15,242,242,231,656,67,189,233,167,27,2,6,19,0,111,24,7,80,0,1054,29,92,62,871,1201,110,63,77,951,0,0,0,0,0,0,0,0,0,0,136,0,39,71,26,84,11,44,10,19,243,0,43,42,158,362,22,66,81,193,16999,430,2282,3977,10310,18904,451,2952,3949,11552,566,11,132,202,221,423,21,90,118,194,1386,656,730,82,431,475,398,989,423,566,32,222,320,415,2375,1079,1296,114,653,795,813
"17","55059","Assembly District 59 (2018), Wisconsin",20267,1435,8510,6481,3841,19215,1081,6629,6871,4634,354,44,196,109,5,68,31,0,29,8,100,15,18,45,22,123,6,54,43,20,55,0,11,0,44,75,13,10,15,37,15,0,3,1,11,0,0,0,0,0,103,42,12,45,4,89,28,26,23,12,166,15,55,96,0,155,2,16,97,40,19894,1304,8387,6404,3799,18958,1008,6601,6753,4596,516,186,141,143,46,407,101,52,191,63,422,68,354,75,196,138,13,923,407,516,287,193,334,109,1345,475,870,362,389,472,122
"18","55037","Assembly District 37 (2018), Wisconsin",19069,1442,6563,5889,5175,20083,1194,6032,6970,5887,262,17,155,52,38,191,1,94,49,47,15,5,10,0,0,40,0,0,6,34,121,14,17,39,51,214,31,101,38,44,0,0,0,0,0,1,0,0,0,1,139,47,62,30,0,19,11,8,0,0,187,0,28,81,78,306,22,89,158,37,18456,1297,6251,5809,5099,19460,1047,5771,6879,5763,742,197,361,108,76,677,171,282,91,133,453,191,262,18,249,101,85,1419,677,742,368,643,199,209,1872,868,1004,386,892,300,294
"19","55009","Assembly District 9 (2018), Wisconsin",11247,3081,4564,2393,1209,12316,2390,4527,3442,1957,1179,290,427,331,131,1106,192,331,401,182,190,25,84,70,11,200,24,73,92,11,821,545,149,81,46,644,364,120,105,55,0,0,0,0,0,13,0,0,13,0,3889,1697,1402,519,271,3104,1278,967,605,254,395,52,174,99,70,518,189,66,155,108,6114,937,2502,1658,1017,7330,742,2819,2275,1494,9377,3915,3654,1299,509,8390,3092,2722,1825,751,2285,1106,1179,482,758,732,313,17767,8390,9377,7007,6376,3124,1260,20052,9496,10556,7489,7134,3856,1573
"20","55033","Assembly District 33 (2018), Wisconsin",19402,1339,6801,6322,4940,20422,1231,6079,6947,6165,287,0,188,61,38,50,12,0,18,20,62,39,11,5,7,65,7,0,34,24,105,14,4,12,75,182,11,66,47,58,0,0,0,0,0,0,0,0,0,0,355,17,182,105,51,239,108,56,59,16,342,26,51,155,110,225,0,60,108,57,18872,1122,6678,6182,4890,19911,1017,6014,6825,6055,990,260,321,272,137,781,322,121,193,145,337,50,287,12,188,79,58,1771,781,990,582,442,465,282,2108,831,1277,594,630,544,340
"21","55099","Assembly District 99 (2018), Wisconsin",19977,504,3774,5812,9887,20385,469,4115,6000,9801,44,3,18,11,12,62,0,0,43,19,72,0,11,16,45,37,0,0,5,32,234,0,21,39,174,262,20,4,60,178,17,9,0,0,8,16,0,0,8,8,52,0,20,14,18,35,0,2,9,24,128,0,0,15,113,157,0,31,34,92,19722,463,3741,5704,9814,19998,456,4038,5844,9660,321,41,53,122,105,455,13,79,176,187,106,62,44,3,18,54,31,776,455,321,54,132,298,292,882,517,365,57,150,352,323
"22","55058","Assembly District 58 (2018), Wisconsin",19334,1166,5944,6325,5899,20279,792,6199,6892,6396,239,9,47,166,17,227,22,30,86,89,0,0,0,0,0,36,8,0,18,10,136,30,14,0,92,184,37,69,24,54,25,10,0,15,0,10,10,0,0,0,222,81,60,31,50,83,0,55,28,0,108,0,35,51,22,116,0,11,41,64,18974,1033,5858,6272,5811,20075,702,6168,6851,6354,614,214,152,109,139,305,90,86,87,42,466,227,239,31,77,252,106,919,305,614,304,238,196,181,1385,532,853,335,315,448,287
"23","55028","Assembly District 28 (2018), Wisconsin",19594,1322,7473,6725,4074,19494,986,6762,7188,4558,129,16,42,47,24,50,4,3,40,3,169,19,97,29,24,153,28,44,67,14,103,0,20,52,31,176,26,32,58,60,4,0,4,0,0,6,0,6,0,0,39,5,28,6,0,82,43,11,26,2,275,16,127,117,15,233,4,109,73,47,19343,1310,7396,6583,4054,19193,933,6664,7108,4488,310,30,118,142,20,379,94,110,105,70,179,50,129,20,45,87,27,689,379,310,124,228,247,90,868,429,439,144,273,334,117
"24","55057","Assembly District 57 (2018), Wisconsin",16683,1342,5770,5271,4300,17337,804,5510,6263,4760,393,85,105,194,9,373,74,110,153,36,235,35,104,76,20,146,0,55,91,0,855,148,221,289,197,649,137,226,145,141,0,0,0,0,0,42,20,0,0,22,588,164,214,209,1,327,179,53,95,0,251,17,74,70,90,134,13,11,84,26,16288,1217,5624,5187,4260,16941,771,5436,6043,4691,1041,281,366,326,68,775,239,131,336,69,766,373,393,159,215,347,45,1816,775,1041,520,497,662,137,2582,1148,1434,679,712,1009,182
"25","55011","Assembly District 11 (2018), Wisconsin",4816,431,1551,1482,1352,5103,250,1639,1532,1682,8567,1571,3548,2710,738,12665,1698,4521,4645,1801,44,17,27,0,0,48,0,4,44,0,1206,217,420,264,305,1360,486,299,256,319,0,0,0,0,0,9,9,0,0,0,255,125,89,27,14,414,107,125,162,20,283,54,100,90,39,390,44,161,100,85,4490,313,1501,1386,1290,4879,239,1554,1444,1642,663,248,189,142,84,829,176,235,314,104,21232,12665,8567,3269,8069,7355,2539,1492,829,663,424,424,456,188,22724,13494,9230,3693,8493,7811,2727
"26","55032","Assembly District 32 (2018), Wisconsin",19213,2065,6404,5918,4826,19485,1382,6154,6168,5781,98,51,38,9,0,113,0,5,85,23,151,2,56,58,35,49,8,27,10,4,149,33,21,36,59,170,46,51,7,66,0,0,0,0,0,0,0,0,0,0,335,166,105,64,0,274,76,104,58,36,320,36,160,66,58,212,43,73,85,11,18083,1543,6102,5762,4676,18319,913,5894,5855,5657,1620,723,487,253,157,1551,580,408,377,186,211,113,98,51,43,94,23,3171,1551,1620,1303,895,630,343,3382,1664,1718,1354,938,724,366
"27","55049","Assembly District 49 (2018), Wisconsin",17464,1431,6918,5627,3488,17645,1173,5655,6151,4666,362,182,116,60,4,46,0,9,19,18,25,20,1,4,0,12,0,0,9,3,122,0,8,12,102,174,6,38,34,96,1,1,0,0,0,0,0,0,0,0,33,11,16,5,1,41,14,15,6,6,89,18,19,46,6,64,19,23,4,18,17280,1371,6877,5582,3450,17527,1135,5624,6111,4657,245,90,58,59,38,162,52,49,46,15,408,46,362,182,125,79,22,407,162,245,142,107,105,53,815,208,607,324,232,184,75
"28","55079","Assembly District 79 (2018), Wisconsin",20312,356,3752,5212,10992,20976,427,3103,6197,11249,446,37,152,72,185,230,2,65,28,135,13,0,0,13,0,58,0,0,14,44,719,71,129,32,487,909,64,61,89,695,0,0,0,0,0,0,0,0,0,0,433,63,88,99,183,281,24,75,48,134,163,0,12,36,115,222,0,66,27,129,19907,317,3602,5118,10870,20585,407,3043,6103,11032,745,139,232,193,181,592,44,143,142,263,676,230,446,39,217,100,320,1337,592,745,183,375,335,444,2013,822,1191,222,592,435,764
"29","55064","Assembly District 64 (2018), Wisconsin",15620,1220,4441,4939,5020,16271,1107,4377,5572,5215,1238,220,366,478,174,1712,197,371,745,399,80,15,39,26,0,99,15,4,64,16,521,61,0,181,279,689,108,95,178,308,0,0,0,0,0,0,0,0,0,0,452,124,140,128,60,337,160,91,50,36,214,36,38,25,115,260,55,74,37,94,14001,902,3794,4558,4747,14651,790,3943,5025,4893,2150,493,805,517,335,1999,468,537,638,356,2950,1712,1238,417,737,1223,573,4149,1999,2150,961,1342,1155,691,7099,3711,3388,1378,2079,2378,1264
"30","55006","Assembly District 6 (2018), Wisconsin",18244,1572,8263,5439,2970,18343,1082,7423,6143,3695,88,10,37,12,29,18,0,4,14,0,856,155,306,225,170,920,53,374,351,142,43,9,17,5,12,181,17,62,13,89,0,0,0,0,0,7,0,7,0,0,147,89,20,38,0,133,65,21,47,0,299,41,96,110,52,236,5,82,82,67,17990,1508,8193,5361,2928,18155,1065,7389,6037,3664,416,155,93,126,42,371,82,79,177,33,106,18,88,10,41,26,29,787,371,416,237,172,303,75,893,389,504,247,213,329,104
"31","55020","Assembly District 20 (2018), Wisconsin",19607,1301,6499,6990,4817,21158,1762,6778,5968,6650,489,94,92,219,84,417,27,64,181,145,176,29,87,60,0,109,0,64,23,22,390,51,135,95,109,328,65,113,37,113,11,0,11,0,0,24,7,0,0,17,781,212,280,246,43,610,166,226,104,114,441,43,135,116,147,523,53,113,168,189,18054,1073,6067,6349,4565,19740,1443,6441,5557,6299,2491,468,770,961,292,2187,525,565,589,508,906,417,489,121,156,400,229,4678,2187,2491,993,1335,1550,800,5584,2604,2980,1114,1491,1950,1029
"32","55050","Assembly District 50 (2018), Wisconsin",19542,2316,8332,5899,2995,19097,1561,7343,6454,3739,520,70,180,239,31,23,4,11,5,3,247,83,44,90,30,201,23,69,101,8,81,11,33,28,9,109,14,9,24,62,6,0,0,6,0,0,0,0,0,0,155,74,51,23,7,170,105,8,18,39,204,16,95,73,20,184,8,59,86,31,19216,2249,8150,5829,2988,18870,1454,7287,6397,3732,536,144,255,121,16,415,201,64,104,46,543,23,520,74,191,244,34,951,415,536,345,319,225,62,1494,438,1056,419,510,469,96
"33","55072","Assembly District 72 (2018), Wisconsin",19170,1852,7624,6223,3471,19901,1451,7817,6835,3798,194,121,37,33,3,36,3,9,14,10,65,3,8,40,14,104,11,31,32,30,255,18,123,71,43,308,96,19,126,67,15,0,15,0,0,2,0,0,2,0,278,155,77,46,0,309,164,93,52,0,193,3,72,111,7,225,54,70,92,9,18826,1697,7502,6184,3443,19497,1320,7692,6721,3764,594,303,205,58,28,721,317,230,140,34,230,36,194,124,46,47,13,1315,721,594,620,435,198,62,1545,757,788,744,481,245,75
"34","55021","Assembly District 21 (2018), Wisconsin",18006,1175,5670,6138,5023,19269,1013,6505,5818,5933,587,35,118,270,164,654,42,211,179,222,199,95,49,55,0,127,8,74,25,20,950,110,183,218,439,974,188,214,93,479,0,0,0,0,0,30,0,19,11,0,272,61,48,40,123,303,102,80,55,66,330,33,88,128,81,456,0,131,160,165,16809,1072,5259,5785,4693,17977,894,6077,5356,5650,1505,178,478,427,422,1700,221,555,567,357,1241,654,587,77,329,449,386,3205,1700,1505,399,1033,994,779,4446,2354,2092,476,1362,1443,1165
"35","55065","Assembly District 65 (2018), Wisconsin",14425,1612,5298,4675,2840,15707,1725,4822,5845,3315,2005,530,689,615,171,2206,278,798,798,332,139,28,64,32,15,148,30,35,36,47,195,0,14,102,79,177,34,28,21,94,15,5,0,5,5,1,0,0,0,1,604,230,239,102,33,537,192,129,148,68,341,92,93,132,24,378,63,112,140,63,12385,962,4459,4234,2730,13785,1183,4164,5226,3212,2837,908,1131,640,158,2713,799,823,873,218,4211,2206,2005,808,1487,1413,503,5550,2713,2837,1707,1954,1513,376,9761,4919,4842,2515,3441,2926,879
"36","55025","Assembly District 25 (2018), Wisconsin",18752,1683,7523,5936,3610,19148,1047,7114,6692,4295,163,13,87,35,28,187,89,61,28,9,55,9,0,38,8,198,0,48,115,35,506,90,154,125,137,540,207,81,161,91,0,0,0,0,0,0,0,0,0,0,72,45,24,0,3,45,11,19,15,0,190,8,61,78,43,138,0,104,23,11,18251,1468,7412,5781,3590,18791,980,6993,6548,4270,590,260,147,163,20,442,114,144,159,25,350,187,163,102,148,63,37,1032,442,590,374,291,322,45,1382,629,753,476,439,385,82
"37","55084","Assembly District 84 (2018), Wisconsin",18598,1101,5223,6201,6073,20271,1091,6318,6068,6794,576,87,220,208,61,476,55,92,166,163,101,7,34,20,40,140,40,31,52,17,903,115,200,61,527,833,133,136,200,364,0,0,0,0,0,7,0,0,7,0,539,162,287,63,27,613,183,104,254,72,196,0,97,55,44,405,0,66,128,211,17814,1011,4880,5980,5943,19471,931,6178,5780,6582,1474,277,694,326,177,1519,367,218,581,353,1052,476,576,142,312,374,224,2993,1519,1474,644,912,907,530,4045,1995,2050,786,1224,1281,754
"38","55091","Assembly District 91 (2018), Wisconsin",15616,785,3489,6202,5140,16759,677,3815,5890,6377,260,61,14,155,30,93,9,20,52,12,125,0,41,71,13,128,0,104,24,0,687,192,107,174,214,907,275,181,169,282,166,0,98,68,0,68,0,6,62,0,33,24,1,8,0,0,0,0,0,0,190,8,52,92,38,149,10,10,85,44,15379,643,3465,6195,5076,16481,611,3731,5819,6320,321,166,76,15,64,307,76,84,80,67,353,93,260,70,34,207,42,628,307,321,242,160,95,131,981,400,581,312,194,302,173
"39","55070","Assembly District 70 (2018), Wisconsin",19841,1720,7999,6453,3669,19553,1072,6814,6756,4911,292,10,190,28,64,177,0,92,37,48,233,18,129,83,3,247,40,69,73,65,85,2,20,6,57,196,32,20,58,86,9,0,9,0,0,0,0,0,0,0,204,50,29,87,38,141,20,6,71,44,140,8,20,87,25,134,7,43,48,36,19611,1671,7933,6377,3630,19348,1040,6756,6688,4864,439,99,94,164,82,373,56,75,141,101,469,177,292,10,282,65,112,812,373,439,155,169,305,183,1281,550,731,165,451,370,295
"40","55012","Assembly District 12 (2018), Wisconsin",6233,708,1807,1637,2081,7058,549,2069,2114,2326,7962,1198,2777,3221,766,11714,1337,3768,4221,2388,66,0,18,40,8,158,0,12,15,131,859,111,214,280,254,738,213,132,228,165,10,0,0,0,10,39,0,23,0,16,478,81,284,88,25,535,98,196,156,85,516,33,156,249,78,396,71,37,182,106,5879,583,1700,1546,2050,6636,404,1961,1990,2281,985,206,481,199,99,1066,266,304,333,163,19676,11714,7962,2535,6545,7442,3154,2051,1066,985,472,785,532,262,21727,12780,8947,3007,7330,7974,3416
"41","55045","Assembly District 45 (2018), Wisconsin",15303,1925,6202,4877,2299,16367,1462,5702,5838,3365,1274,197,548,488,41,1419,286,325,597,211,42,0,13,27,2,75,19,3,48,5,95,22,19,36,18,156,23,51,33,49,0,0,0,0,0,29,0,29,0,0,837,349,299,166,23,888,387,325,73,103,245,44,109,73,19,409,169,113,83,44,14449,1642,5929,4670,2208,15670,1296,5384,5683,3307,1746,656,592,383,115,1662,595,654,237,176,2693,1419,1274,483,873,1085,252,3408,1662,1746,1251,1246,620,291,6101,3081,3020,1734,2119,1705,543
"42","55023","Assembly District 23 (2018), Wisconsin",17766,320,2122,3628,11696,19398,385,2296,4645,12072,349,11,107,84,147,385,31,79,107,168,13,7,6,0,0,64,0,9,27,28,635,48,15,66,506,842,41,34,183,584,7,7,0,0,0,11,0,11,0,0,6,0,6,0,0,31,0,0,10,21,344,9,20,136,179,278,17,8,85,168,17420,303,2055,3566,11496,19021,375,2227,4554,11865,369,17,73,62,217,461,27,69,113,252,734,385,349,42,186,191,315,830,461,369,44,142,175,469,1564,846,718,86,328,366,784
